CumEpisodes,MeanLoss
0,36.8067224
1000,36.936414000000006
2000,38.776549499999994
3000,41.7039416
4000,40.989707
5000,40.450937399999994
6000,38.51197810000001
7000,39.366592000000004
8000,38.053998299999996
9000,39.460933000000004
10000,38.823481
11000,39.1987412
12000,37.837287800000006
13000,38.5735398
14000,40.1065433
15000,38.993548
16000,35.968411999999994
17000,38.47620669999999
18000,36.696112
19000,36.597460600000005
20000,35.861680899999996
21000,34.236774100000005
22000,36.0801149
23000,40.17095019999999
24000,39.518435
25000,36.8937572
26000,36.771727899999995
27000,35.5093174
28000,36.6838936
29000,33.8267396
30000,35.1567792
31000,37.3913024
32000,34.1138861
33000,33.349702300000004
34000,34.328544
35000,36.1057846
36000,32.7222313
37000,33.7611109
38000,30.477958700000002
39000,36.410781199999995
40000,32.0872112
41000,34.8116028
42000,35.4787105
43000,33.4920372
44000,34.08315279999999
45000,31.489621000000003
46000,32.148295100000006
47000,33.3277747
48000,31.6360622
49000,31.0265354
50000,31.1651674
51000,31.2573608
52000,30.7890507
53000,29.9716249
54000,28.980213
55000,32.2959676
56000,30.951652000000003
57000,31.299672599999997
58000,31.108664800000003
59000,29.6243874
60000,32.2085152
61000,30.833083199999997
62000,29.155986699999996
63000,31.142291099999994
64000,30.6823507
65000,31.393108599999998
66000,29.5872993
67000,29.123333900000002
68000,28.871217700000003
69000,30.288526400000002
70000,29.4752344
71000,29.418074900000004
72000,29.900395300000003
73000,30.896459600000004
74000,29.8041439
75000,28.469500800000002
76000,30.736459
77000,27.7760436
78000,31.310177
79000,30.6483311
80000,27.658903
81000,29.1867022
82000,26.765418599999997
83000,27.3406472
84000,28.799658
85000,30.283095499999998
86000,29.501608400000006
87000,28.8371459
88000,27.7850061
89000,28.6523695
90000,28.9319884
91000,29.2897912
92000,26.209737500000003
93000,28.386601900000002
94000,26.361238899999996
95000,27.8379617
96000,27.442254700000003
97000,25.7166506
98000,27.7613165
100000,27.324528700000002
