CumEpisodes,AvgReward,SuccessRate,ElimRate
1000,64.68,98.0,0.0
2000,69.45,100.0,0.0
3000,67.36,100.0,0.0
4000,67.74,100.0,0.0
5000,66.59,100.0,0.0
6000,67.1,100.0,0.0
7000,69.14,100.0,0.0
8000,67.62,100.0,0.0
9000,68.09,100.0,0.0
10000,68.41,100.0,0.0
11000,67.04,100.0,0.0
12000,68.2,100.0,0.0
13000,69.29,100.0,0.0
14000,67.25,100.0,0.0
15000,67.83,100.0,0.0
16000,68.09,100.0,0.0
17000,67.57,100.0,0.0
18000,68.96,100.0,0.0
19000,68.8,100.0,0.0
20000,68.81,100.0,0.0
21000,68.1,100.0,0.0
22000,69.76,100.0,0.0
23000,69.57,100.0,0.0
24000,68.07,100.0,0.0
25000,67.52,100.0,0.0
26000,68.45,100.0,0.0
27000,68.28,100.0,0.0
28000,68.48,100.0,0.0
29000,68.44,100.0,0.0
30000,67.19,100.0,0.0
31000,68.68,100.0,0.0
32000,68.39,100.0,0.0
33000,68.08,100.0,0.0
34000,69.35,100.0,0.0
35000,67.64,100.0,0.0
36000,67.48,100.0,0.0
37000,68.14,100.0,0.0
38000,68.39,100.0,0.0
39000,68.11,100.0,0.0
40000,66.62,100.0,0.0
41000,68.45,100.0,0.0
42000,68.43,100.0,0.0
43000,66.31,100.0,0.0
44000,67.47,100.0,0.0
45000,68.49,100.0,0.0
46000,68.78,100.0,0.0
47000,66.74,100.0,0.0
48000,67.46,100.0,0.0
49000,67.98,100.0,0.0
50000,67.51,100.0,0.0
51000,69.61,100.0,0.0
52000,67.81,100.0,0.0
53000,67.78,100.0,0.0
54000,69.28,100.0,0.0
55000,67.6,100.0,0.0
56000,67.74,100.0,0.0
57000,67.71,100.0,0.0
58000,68.16,100.0,0.0
59000,67.45,100.0,0.0
60000,68.45,100.0,0.0
61000,69.25,100.0,0.0
62000,67.83,100.0,0.0
63000,67.27,100.0,0.0
64000,68.51,100.0,0.0
65000,69.21,100.0,0.0
66000,69.13,100.0,0.0
67000,68.52,100.0,0.0
68000,68.18,100.0,0.0
69000,68.85,100.0,0.0
70000,68.47,100.0,0.0
71000,67.87,100.0,0.0
72000,67.31,100.0,0.0
73000,68.07,100.0,0.0
74000,68.15,100.0,0.0
75000,68.54,100.0,0.0
76000,70.29,100.0,0.0
77000,68.39,100.0,0.0
78000,68.3,100.0,0.0
79000,68.29,100.0,0.0
80000,67.52,100.0,0.0
81000,69.14,100.0,0.0
82000,68.55,100.0,0.0
83000,68.42,100.0,0.0
84000,68.48,100.0,0.0
85000,67.37,100.0,0.0
86000,69.53,100.0,0.0
87000,68.3,100.0,0.0
88000,67.4,100.0,0.0
89000,68.08,100.0,0.0
90000,68.25,100.0,0.0
91000,68.56,100.0,0.0
92000,67.91,100.0,0.0
93000,69.34,100.0,0.0
94000,69.2,100.0,0.0
95000,69.82,100.0,0.0
96000,67.54,100.0,0.0
97000,66.0,100.0,0.0
98000,68.88,100.0,0.0
99000,67.13,100.0,0.0
100000,69.65,100.0,0.0
