Run,Reward,Success,Elimination
604,-49.17,False,False
605,57.55,True,True
606,-43.2,False,False
607,175.99,True,False
608,-106.99,False,False
609,-70.24,False,False
610,-15.44,False,False
611,172.98,True,False
612,-55.32,False,False
613,4.44,True,True
614,42.28,True,True
615,69.43,True,True
616,35.0,True,True
617,-15.83,False,True
618,16.72,True,True
619,214.56,True,True
620,-36.86,False,False
621,37.01,True,False
622,-14.01,False,True
623,251.43,True,True
624,-80.93,False,False
625,-24.89,False,False
626,29.06,True,True
627,8.15,True,True
628,184.71,True,True
629,-68.69,False,True
630,99.25,True,False
631,-93.84,False,False
632,91.08,True,False
633,-9.25,False,True
634,62.59,True,True
635,1.14,True,False
636,-35.11,False,False
637,203.9,True,True
638,3.44,True,True
639,5.5,True,True
640,82.56,True,False
641,-32.51,False,False
642,62.55,True,True
643,-20.75,False,False
644,-63.29,False,False
645,62.72,True,True
646,79.74,True,False
647,-48.44,False,False
648,-43.38,False,False
649,-34.92,False,False
650,-48.89,False,True
651,219.76,True,True
652,74.56,True,True
653,24.25,True,True
654,-84.66,False,False
655,95.94,True,False
656,-131.79,False,False
657,23.56,True,True
658,-73.36,False,False
659,-53.04,False,False
660,-33.38,False,False
661,-87.47,False,False
662,22.38,True,True
663,-12.84,False,True
664,131.7,True,True
665,26.83,True,True
666,-2.77,False,False
667,68.38,True,True
668,-81.1,False,False
669,22.48,True,True
670,-17.15,False,False
671,1.5,True,True
672,28.19,True,True
673,-44.85,False,False
674,39.14,True,True
675,-81.92,False,False
676,13.3,True,False
677,-7.89,False,True
678,-15.99,False,False
679,-45.76,False,True
680,-69.0,False,False
681,-59.89,False,False
682,22.34,True,True
683,86.51,True,True
684,218.98,True,True
685,74.8,True,False
686,-35.0,False,False
687,34.4,True,True
688,15.74,True,True
689,41.65,True,True
690,-28.51,False,True
691,53.84,True,True
692,-15.11,False,True
693,52.19,True,True
694,57.8,True,True
695,-78.94,False,False
696,-23.98,False,False
697,18.36,True,True
698,45.61,True,True
699,-65.28,False,False
700,35.76,True,True
701,45.6,True,True
702,-97.31,False,False
703,58.88,True,True
704,41.94,True,True
705,37.5,True,True
706,1.83,True,True
707,-50.87,False,True
708,38.94,True,True
709,83.86,True,False
710,-39.2,False,False
711,14.26,True,True
712,56.26,True,True
713,-47.43,False,False
714,53.61,True,True
715,-85.77,False,False
716,-104.03,False,False
717,0.43,True,True
718,-82.94,False,False
719,27.83,True,True
720,30.0,True,True
721,7.97,True,True
722,52.49,True,True
723,-45.42,False,False
724,43.79,True,True
725,93.53,True,False
726,-1.94,False,False
727,11.26,True,True
728,-56.98,False,False
729,39.04,True,True
730,-50.0,False,False
731,-60.78,False,True
732,47.55,True,True
733,-33.32,False,False
734,22.81,True,True
735,-18.5,False,True
736,-44.26,False,False
737,-75.2,False,False
738,-33.64,False,False
739,-0.67,False,False
740,-117.66,False,False
741,15.58,True,True
742,161.82,True,False
743,27.83,True,True
744,24.61,True,True
745,1.7,True,True
746,56.37,True,True
747,-3.24,False,False
748,39.72,True,True
749,65.67,True,True
750,32.85,True,True
751,-24.49,False,True
752,-39.79,False,False
753,-17.22,False,False
754,78.25,True,True
755,71.28,True,True
756,-48.3,False,True
757,-90.4,False,False
758,82.43,True,True
759,102.38,True,True
760,-0.98,False,True
761,-54.65,False,True
762,72.38,True,True
763,6.4,True,True
764,47.12,True,True
765,36.88,True,True
766,141.83,True,False
767,-71.34,False,False
768,-36.23,False,True
769,-52.59,False,False
770,-16.26,False,True
771,36.53,True,True
772,-21.14,False,False
773,18.4,True,True
774,105.35,True,False
775,22.49,True,True
776,-15.63,False,False
777,94.9,True,True
778,-31.67,False,True
779,-35.58,False,True
780,28.27,True,True
781,-19.98,False,False
782,-11.47,False,True
783,-0.26,False,True
784,43.08,True,True
785,36.44,True,False
786,77.61,True,False
787,-46.26,False,True
788,-3.67,False,True
789,42.5,True,True
790,-71.52,False,False
791,52.29,True,True
792,-44.09,False,False
793,-73.81,False,False
794,129.61,True,False
795,44.34,True,True
796,-23.4,False,False
797,-81.28,False,False
798,43.03,True,True
799,-19.86,False,False
800,-57.4,False,False
801,-48.0,False,True
802,23.42,True,True
803,11.59,True,True
804,-15.87,False,False
805,214.2,True,True
806,100.97,True,False
807,59.88,True,True
808,-33.06,False,True
809,-17.2,False,True
810,-63.04,False,False
811,26.24,True,True
812,20.91,True,True
813,65.9,True,True
814,-22.8,False,False
815,36.11,True,True
816,-74.6,False,False
817,216.02,True,True
818,-7.83,False,True
819,-55.96,False,False
820,-54.98,False,False
821,206.93,True,True
822,80.82,True,False
823,149.45,True,False
824,-29.49,False,False
825,38.83,True,True
826,43.31,True,True
827,-4.82,False,True
828,-19.24,False,True
829,48.39,True,True
830,-70.74,False,False
831,-57.0,False,False
832,-58.17,False,False
833,0.33,True,True
834,-37.33,False,False
835,-44.04,False,False
836,-13.22,False,True
837,-3.69,False,False
838,103.87,True,False
839,37.59,True,True
840,79.99,True,True
841,-140.67,False,False
842,4.77,True,False
843,36.2,True,True
844,58.78,True,True
845,-75.9,False,False
846,16.22,True,True
847,-19.29,False,False
848,29.76,True,True
849,-83.19,False,False
850,-97.93,False,False
851,4.89,True,False
852,-44.25,False,False
853,82.5,True,False
854,9.64,True,False
855,-20.18,False,True
856,-29.55,False,True
857,-55.0,False,False
858,20.48,True,True
859,19.8,True,True
860,-29.35,False,False
861,38.41,True,True
862,43.54,True,False
863,8.78,True,False
864,197.34,True,True
865,26.88,True,True
866,71.72,True,True
867,175.08,True,True
868,59.48,True,True
869,83.11,True,False
870,34.77,True,True
871,23.82,True,True
872,-37.15,False,True
873,18.04,True,True
874,238.01,True,True
875,-82.03,False,False
876,218.19,True,True
877,26.21,True,True
878,-62.81,False,False
879,47.59,True,True
880,-26.15,False,False
881,33.85,True,False
882,0.31,True,True
883,35.11,True,True
884,-90.63,False,False
885,-46.65,False,False
886,82.47,True,False
887,50.88,True,True
888,19.0,True,True
889,-76.93,False,False
890,37.91,True,True
891,23.78,True,True
892,-22.72,False,False
893,-56.65,False,True
894,153.54,True,False
895,29.57,True,True
896,-139.15,False,False
897,-39.36,False,True
898,-80.75,False,False
899,9.26,True,True
900,1.05,True,False
901,215.43,True,True
902,57.94,True,True
903,-30.79,False,True
904,73.26,True,True
905,118.77,True,False
906,119.0,True,False
907,84.84,True,False
908,-45.12,False,False
909,-53.54,False,False
910,-26.43,False,False
911,82.55,True,True
912,0.84,True,True
913,258.89,True,True
914,-72.63,False,False
915,-57.33,False,False
916,18.82,True,True
917,44.06,True,True
918,48.56,True,True
919,48.9,True,True
920,-9.35,False,False
921,94.8,True,False
922,-16.83,False,True
923,31.23,True,True
924,152.44,True,False
925,-29.95,False,False
926,-12.17,False,True
927,-14.78,False,True
928,-71.16,False,True
929,36.53,True,True
930,46.34,True,False
931,-60.9,False,False
932,34.77,True,True
933,14.58,True,True
934,-36.84,False,False
935,-76.13,False,False
936,73.37,True,True
937,22.87,True,True
938,148.58,True,False
939,-90.73,False,False
940,244.18,True,True
941,34.72,True,True
942,-13.9,False,False
943,-22.29,False,True
944,-19.64,False,False
945,-31.13,False,False
946,124.26,True,False
947,135.43,True,False
948,87.92,True,True
949,50.9,True,True
950,-29.31,False,False
951,-27.56,False,False
952,125.16,True,False
953,-21.99,False,True
954,-80.47,False,False
955,-16.02,False,True
956,-24.17,False,False
957,70.01,True,True
958,-86.48,False,False
959,-90.17,False,False
960,-0.33,False,True
961,-72.45,False,False
962,-9.0,False,False
963,-38.19,False,False
964,11.45,True,True
965,35.07,True,True
966,-102.9,False,False
967,80.56,True,False
968,20.91,True,True
969,28.09,True,True
970,121.41,True,False
971,54.94,True,True
972,16.45,True,True
973,60.01,True,True
974,22.29,True,True
975,109.37,True,True
976,-70.11,False,False
977,147.65,True,False
978,-82.74,False,False
979,144.44,True,False
980,-74.53,False,False
981,50.33,True,True
982,-111.77,False,False
983,1.22,True,True
984,3.86,True,True
985,-98.94,False,False
986,25.92,True,True
987,-24.98,False,True
988,4.48,True,False
989,8.61,True,False
990,-55.4,False,False
991,29.58,True,True
992,-40.77,False,False
993,-110.38,False,False
994,90.43,True,False
995,114.34,True,False
996,-43.26,False,True
997,-9.5,False,True
998,49.0,True,True
999,-78.21,False,False
1000,44.85,True,True
1001,-39.85,False,True
1002,-68.77,False,False
1003,-34.89,False,False
1004,64.3,True,True
1005,31.46,True,True
1006,2.25,True,True
1007,-28.03,False,False
1008,62.86,True,True
1009,-82.15,False,False
1010,40.97,True,True
1011,-113.45,False,False
1012,-35.0,False,False
1013,2.27,True,False
1014,-25.02,False,False
1015,-21.42,False,True
1016,-23.88,False,True
1017,-36.12,False,False
1018,-96.37,False,False
1019,-37.32,False,False
1020,-38.31,False,False
1021,-110.24,False,False
1022,-90.14,False,False
1023,-39.36,False,False
1024,20.25,True,True
1025,161.79,True,False
1026,-46.97,False,False
1027,84.87,True,False
1028,10.83,True,True
1029,69.19,True,True
1030,-44.55,False,False
1031,-62.38,False,False
1032,1.27,True,False
1033,91.84,True,True
1034,-30.18,False,False
1035,-29.37,False,False
1036,20.02,True,True
1037,9.38,True,True
1038,-87.29,False,False
1039,-4.24,False,True
1040,-67.36,False,False
1041,54.5,True,True
1042,-73.37,False,False
1043,-32.01,False,False
1044,81.52,True,False
1045,126.33,True,False
