Run,AvgReward,SuccessRate,ElimRate
6817,-57.718333333333334,9.5,20.333333333333332
6818,-45.155,18.5,20.0
6819,-11.917499999999999,43.833333333333336,50.0
6820,22.025000000000002,52.333333333333336,38.0
6821,10.832499999999998,39.333333333333336,22.833333333333332
6822,-25.249166666666667,25.0,28.5
6823,-52.318333333333335,16.166666666666668,24.166666666666668
6824,-25.213333333333335,18.333333333333332,15.333333333333334
6825,20.0825,52.333333333333336,37.666666666666664
6826,25.611666666666668,53.5,19.166666666666668
6827,-32.2125,22.333333333333332,25.833333333333332
6828,6.800000000000001,51.166666666666664,46.5
6829,22.936666666666667,45.666666666666664,20.0
6830,-50.34166666666667,12.333333333333334,27.333333333333332
6831,-11.336666666666666,28.833333333333332,23.0
6832,-6.07,31.333333333333332,25.333333333333332
6833,30.258333333333336,64.16666666666667,47.666666666666664
6834,-34.305,20.666666666666668,28.0
6835,-50.475,15.166666666666666,23.166666666666668
6836,-0.4791666666666665,40.0,31.833333333333332
6837,-34.44166666666667,25.5,27.833333333333332
6838,-55.067499999999995,11.833333333333334,24.166666666666668
6839,-17.605,27.0,20.833333333333332
6840,162.37666666666667,100.0,35.333333333333336
6841,94.9525,95.83333333333333,31.5
6842,4.926666666666667,49.666666666666664,50.0
6843,137.65666666666667,91.16666666666667,50.0
6844,23.852500000000003,61.166666666666664,45.0
6845,-6.367499999999999,31.333333333333332,27.333333333333332
6846,-56.44083333333333,7.666666666666667,27.333333333333332
6847,27.311666666666667,57.0,28.5
6848,5.076666666666667,39.166666666666664,23.833333333333332
6849,23.541666666666668,52.666666666666664,21.166666666666668
6850,1.6608333333333336,45.833333333333336,25.333333333333332
6851,-44.541666666666664,17.833333333333332,23.833333333333332
6852,-18.282500000000002,28.333333333333332,25.666666666666668
6853,-71.6525,7.666666666666667,31.666666666666668
6854,156.73083333333332,100.0,31.833333333333332
6855,-36.86833333333333,25.833333333333332,50.0
6856,-31.063333333333333,21.666666666666668,22.333333333333332
