Run,AvgReward,SuccessRate,ElimRate
937,26.82,40.0,0.0
938,56.23,40.0,0.0
939,-14.03,40.0,0.0
940,-44.6,0.0,0.0
941,-17.91,20.0,0.0
942,-34.23,0.0,0.0
943,-77.29,0.0,0.0
944,-24.39,20.0,0.0
945,-12.14,20.0,0.0
946,-2.01,20.0,0.0
947,-38.23,0.0,0.0
948,66.29,60.0,0.0
949,-61.4,0.0,0.0
950,-15.14,0.0,0.0
951,-9.94,20.0,0.0
952,-70.86,0.0,0.0
953,-12.88,20.0,0.0
954,-43.9,0.0,0.0
955,-25.25,20.0,0.0
956,-31.38,0.0,0.0
957,-50.78,0.0,0.0
958,39.45,60.0,0.0
959,-32.2,20.0,0.0
960,80.59,80.0,0.0
961,-36.18,0.0,0.0
962,1.52,40.0,0.0
963,30.69,40.0,0.0
964,-23.3,20.0,0.0
965,-83.63,0.0,0.0
966,-28.33,20.0,0.0
967,-16.57,20.0,0.0
968,144.87,100.0,0.0
969,-77.16,0.0,0.0
970,-80.15,0.0,0.0
971,97.2,80.0,0.0
972,128.44,100.0,0.0
973,-2.99,20.0,0.0
974,-20.05,20.0,0.0
975,-31.11,0.0,0.0
976,82.07,60.0,0.0
977,-37.26,0.0,0.0
978,55.98,60.0,0.0
979,144.52,100.0,0.0
980,-68.94,0.0,0.0
981,11.23,20.0,0.0
982,-42.77,0.0,0.0
983,-37.08,20.0,0.0
984,14.29,20.0,0.0
985,-11.69,20.0,0.0
986,11.4,40.0,0.0
987,-86.51,0.0,0.0
988,71.42,60.0,0.0
989,-7.11,20.0,0.0
990,-3.11,20.0,0.0
991,30.19,40.0,0.0
992,-5.02,20.0,0.0
993,-30.36,0.0,0.0
994,-38.63,20.0,0.0
995,32.78,40.0,0.0
996,-52.72,0.0,0.0
997,-65.87,0.0,0.0
998,36.59,60.0,0.0
999,-12.15,20.0,0.0
1000,7.28,0.0,0.0
